fbln1YearWebPayment,fblnAddressChange3Months,fblnAllAccountsCeased,fblnAllAccountsOpen,fblnAllTimeAuditCount,fblnAutomatedLetterSent,fblnDeactivatedCredit1Year,fblnInState,fblnNameChange3Months,fblnNonfiler,fblnPhoneChange3Months,fcurAuditPostings,fcurBalance,fcurMaxWebPayment1Year,fcurMinWebPayment1Year,flngAccountCount,flngAccountsWithBalanceCount,flngCeasedAccountCount,flngDaysOpen,flngDaysSinceLastCollection,flngOpenAccountCount,flngOpenPeriodCount,flngPriorCollectionsCount,fstrCollectDistrict,fstrCustomerType,fstrTaxType,fblnTargetSelfCured
0,0,0,0,2,0,0,1,0,0,0,285345.8,151.9,0,0,7,4,1,38,70,6,0,1,District 2,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,65.25,0,0,8,4,1,38,264,7,0,1,District 13,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,103.5,0,0,3,2,0,38,352,3,1,1,District 2,SCO,Corporate Income,1
1,0,0,0,0,0,0,1,0,1,0,0,25,647.13,464.45,5,3,1,38,1749,4,1,1,District 4,SCO,Corporate Income,0
0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,5,2,1,38,122,4,1,1,District 8,COR,Corporate Income,0
1,0,0,0,0,0,0,1,0,0,0,0,3404.47,500,500,8,4,2,38,245,6,1,1,District 13,COR,Corporate Income,1
0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,2,1,0,38,-1,2,0,0,District 1,PAR,Pass Through,0
0,0,0,0,0,0,0,0,0,0,0,0,394.46,0,0,2,1,1,38,1,1,0,1,District 1,PAR,Pass Through,0
0,1,1,0,0,0,0,0,1,0,0,0,47.34,0,0,2,1,2,38,-1,0,0,0,District 1,SCO,Pass Through,0
0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,2,1,38,-1,2,0,0,District 1,PAR,Pass Through,0
0,0,0,0,0,0,0,0,0,0,0,0,325.68,0,0,3,3,1,38,1896,2,0,1,District 1,PAR,Pass Through,0
0,0,0,1,0,0,0,1,0,0,0,0,79.4,0,0,5,2,0,38,-1,5,0,0,District 16,SCO,Pass Through,0
0,0,0,1,0,0,0,1,0,0,0,0,499.61,0,0,2,2,0,38,60,2,0,1,District 2,IND,Sales,0
0,0,0,1,0,0,0,0,0,0,0,0,1125,0,0,2,2,0,38,174,2,0,1,District 1,IND,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,89.39,743,16.16,2,1,0,38,257,2,0,1,District 13,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,3695.04,0,0,2,1,0,38,80,2,0,1,District 2,IND,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,683.44,0,0,2,1,0,38,46,2,0,1,District 7,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,868.42,0,0,2,1,1,38,-1,1,0,0,District 0,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,60.44,0,0,2,2,1,38,62,1,0,1,District 13,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,498.96,0,0,3,1,1,38,46,2,0,1,District 16,IND,Sales,0
1,0,1,0,0,0,0,0,0,0,0,0,237.64,17316,847.65,3,1,3,38,-1,0,0,0,District 1,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,38,-1,4,0,0,District 16,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,46.78,1419,158.18,4,3,0,38,2015,4,0,1,District 0,COR,Sales,0
1,0,0,1,0,0,0,0,0,0,0,0,78.9,424.03,332.82,4,3,0,38,419,4,0,1,District 1,COR,Sales,0
0,0,0,1,0,0,0,0,0,0,0,0,2362.7,0,0,4,2,0,38,402,4,0,1,District 1,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,52.62,0,0,4,3,0,38,1048,4,0,1,District 2,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,1042.73,0,0,4,4,0,38,649,4,0,1,District 2,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,3360.3,4123,74.68,4,4,0,38,186,4,0,1,District 13,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,1219.8,0,0,4,3,0,38,352,4,0,1,District 2,COR,Sales,0
0,1,0,1,0,0,0,1,0,0,0,0,5384.21,0,0,4,4,0,38,46,4,0,1,District 2,PAR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,46.16,825,22.37,4,2,0,38,150,4,0,1,District 0,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,582.26,389,37.5,4,2,0,38,697,4,0,1,District 16,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,949.15,525,525,4,3,0,38,129,4,0,1,District 2,LLC,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,115.44,2118,65.71,4,2,0,38,88,4,0,1,District 16,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,50.02,0,0,4,2,0,38,89,4,0,1,District 16,COR,Sales,0
0,0,0,0,0,0,0,0,0,0,0,0,56.16,0,0,4,2,1,38,-1,3,0,0,District 0,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,14387.18,0,0,4,4,1,38,72,3,0,1,District 7,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,4820.54,0,0,4,1,3,38,-1,1,0,0,District 1,COR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,3287.64,2408,161.44,4,4,3,38,777,1,0,1,District 7,IND,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,68.11,0,0,4,3,4,38,1131,0,0,1,District 2,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,32.8,0,0,5,4,0,38,-1,5,0,0,District 16,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,75.99,0,0,5,5,0,38,103,5,0,1,District 16,NON,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,4247.86,525,291.65,5,5,0,38,180,5,0,1,District 16,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,72.52,0,0,5,3,0,38,1077,5,0,1,District 4,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,1414.76,0,0,5,4,0,38,32,5,0,1,District 16,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,7029.03,500,500,5,3,0,38,139,5,0,1,District 4,PAR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,26651.1,0,0,5,3,1,38,-1,4,0,0,District 13,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,3570.14,0,0,5,4,1,38,82,4,0,1,District 4,SCO,Sales,0
0,0,0,0,0,0,0,0,0,0,0,0,46.44,0,0,5,2,2,38,144,3,0,1,District 1,SCO,Sales,1
0,0,0,0,0,1,0,1,0,0,0,0,7368.88,0,0,5,4,3,38,950,2,0,1,District 0,COR,Sales,0
0,0,0,0,0,0,0,0,0,0,0,0,4179.16,0,0,5,3,4,38,176,1,0,1,District 1,PAR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,773.6,0,0,5,4,4,38,157,1,0,1,District 2,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,872.63,0,0,5,4,4,38,59,1,0,1,District 7,COR,Sales,0
1,0,1,0,0,0,0,1,0,0,1,0,2173.07,500,500,5,2,5,38,93,0,0,1,District 4,PAR,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,3054.82,0,0,5,1,5,38,276,0,0,1,District 16,COR,Sales,0
1,0,1,0,2,0,0,1,0,0,0,93460.39,863.07,3000,500,5,3,5,38,138,0,0,1,District 4,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,226.62,0,0,6,3,0,38,500,6,0,1,District 16,PAR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,50,1399,22,6,5,0,38,4,6,0,1,District 16,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,52.72,0,0,6,6,0,38,51,6,0,1,District 16,COR,Sales,0
0,0,0,1,0,1,0,1,1,0,0,0,8991.39,0,0,6,4,0,38,341,6,0,1,District 16,SCO,Sales,0
0,0,0,0,0,0,0,0,0,0,0,0,51.34,0,0,6,4,1,38,-1,5,0,0,District 2,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,66.56,0,0,6,3,1,38,47,5,0,1,District 4,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,96.24,0,0,6,4,1,38,270,5,0,1,District 7,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,61.31,0,0,6,4,1,38,412,5,0,1,District 13,COR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,2380.61,525,54.19,6,5,1,38,292,5,0,1,District 2,COR,Sales,0
1,0,1,0,0,0,0,1,0,0,0,0,10472.13,13645,9,6,2,6,38,2176,0,0,1,District 0,PAR,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,76.1,0,0,6,4,6,38,68,0,0,1,District 8,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,12921.91,5000,354.17,7,5,0,38,535,7,0,1,District 7,SCO,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,79.07,1239,45.1,7,5,1,38,81,6,0,1,District 7,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,201.18,0,0,8,5,5,38,74,3,0,1,District 2,SCO,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,35093.31,0,0,8,5,5,38,45,3,0,1,District 7,PAR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,258.92,180,180,9,8,0,38,6,9,0,1,District 0,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,270.64,0,0,11,6,5,38,860,6,0,1,District 2,SCO,Sales,0
1,0,0,0,1,0,0,1,0,0,0,1047,72.19,525,500,23,15,4,38,285,19,0,1,District 2,SCO,Sales,0
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38,674,1,1,1,District 1,COR,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,38,1220,1,1,1,District 7,PAR,Sales,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38,347,1,1,1,District 0,IND,Sales,0
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,38,300,0,1,1,District 0,IND,Sales,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,38,-1,2,1,0,District 1,IND,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,38,-1,2,1,0,District 7,IND,Sales,0
0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,38,164,2,1,1,District 1,IND,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,38,687,2,1,1,District 4,IND,Sales,0
0,0,0,1,1,0,0,1,0,1,0,1224.32,636.16,0,0,2,1,0,38,145,2,1,1,District 16,IND,Sales,0
0,0,0,1,1,0,0,1,0,0,0,5531.51,0,0,0,2,2,0,38,473,2,1,1,District 7,COR,Sales,0
1,0,0,1,0,0,0,1,0,1,0,0,0,493,304,2,2,0,38,34,2,1,1,District 9,IND,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,38,305,2,1,1,District 2,IND,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,38,95,2,1,1,District 0,SCO,Sales,1
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,2,0,38,66,2,1,1,District 13,SCO,Sales,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,1,38,110,1,1,1,District 4,IND,Sales,1
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,38,178,1,1,1,District 4,PAR,Sales,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,38,46,1,1,1,District 2,IND,Sales,0
1,0,0,1,0,0,0,1,0,1,0,0,0,500,500,3,2,0,38,2354,3,1,1,District 2,NON,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,632.5,0,0,3,3,0,38,54,3,1,1,District 2,SCO,Sales,0
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,38,-1,2,1,0,District 1,SCO,Sales,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,38,308,2,1,1,District 13,PAR,Sales,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,38,87,2,1,1,District 16,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,38,370,2,1,1,District 7,SCO,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,2,0,38,-1,4,1,0,District 2,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,0,430.68,430.68,4,4,0,38,-1,4,1,0,District 2,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,38,-1,4,1,0,District 7,SCO,Sales,0
1,0,0,1,1,0,0,1,0,1,0,404,0,514.58,375.11,4,3,0,38,658,4,1,1,District 2,COR,Sales,0
1,0,0,1,0,0,0,1,0,1,0,0,0,62.78,39.45,4,3,0,38,42,4,1,1,District 4,SCO,Sales,0
1,0,0,1,0,0,0,1,0,1,0,0,0,3713.94,788.06,4,4,0,38,2110,4,1,1,District 1,COR,Sales,0
0,0,0,1,1,0,0,1,0,1,0,487,0,0,0,4,3,0,38,310,4,1,1,District 13,SCO,Sales,1
1,0,0,1,0,0,0,1,0,1,0,0,0,21576,71.38,4,2,0,38,1077,4,1,1,District 2,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,0,332,10.69,4,2,0,38,166,4,1,1,District 7,SCO,Sales,0
0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,38,40,4,1,1,District 13,PAR,Sales,0
0,0,0,1,1,0,0,1,0,1,0,487,0,0,0,4,3,0,38,325,4,1,1,District 13,SCO,Sales,1
0,0,0,1,2,0,0,1,0,0,0,19322,0,0,0,4,2,0,38,339,4,1,1,District 13,COR,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3,0,38,36,4,1,1,District 2,SCO,Sales,1
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,0,38,373,4,1,1,District 7,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,38,24,4,1,1,District 16,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,0,1152,22.43,4,4,0,38,69,4,1,1,District 0,SCO,Sales,1
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3,0,38,260,4,1,1,District 16,COR,Sales,0
1,0,0,1,1,0,0,1,0,0,0,1971,0,3090,50.66,4,2,0,38,78,4,1,1,District 7,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,38,37,4,1,1,District 7,IND,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,1068.64,1406.52,30.52,4,2,2,38,38,2,1,1,District 0,COR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1828,82.52,4,2,3,38,543,1,1,1,District 4,SCO,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,0,292.55,193,4,3,3,38,250,1,1,1,District 9,IND,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,146.04,0,0,4,3,4,38,-1,0,1,0,District 16,COR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,0,532,58.74,5,3,1,38,94,4,1,1,District 16,COR,Sales,0
1,0,0,0,0,0,0,1,0,1,0,0,0,525,525,5,3,3,38,143,2,1,1,District 16,NON,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,4,5,38,30,0,1,1,District 8,COR,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,3,6,38,49,0,1,1,District 13,COR,Sales,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,6,4,6,38,38,0,1,1,District 8,SCO,Sales,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,2,4,38,1449,3,1,1,District 8,NON,Sales,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,38,-1,0,12,0,District 1,PAR,Sales,0
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,38,995,1,27,1,District 0,IND,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,40.8,0,0,1,1,0,38,115,1,0,1,District 2,NON,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,819.48,640.63,613.23,2,1,0,38,35,2,0,1,District 7,GOV,Withholding,0
0,0,0,1,0,1,0,1,1,0,0,0,116.72,0,0,2,2,0,38,-1,2,0,0,District 16,NON,Withholding,0
0,0,0,1,0,0,0,1,1,0,1,0,1348.47,0,0,3,2,0,38,-1,3,0,0,District 1,LLC,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,880.43,0,0,3,2,0,38,-1,3,0,0,District 2,COR,Withholding,0
0,0,0,1,0,0,0,0,0,0,0,0,2104.53,0,0,3,2,0,38,-1,3,0,0,District 4,NON,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,583.42,442.92,329.92,3,1,0,38,-1,3,0,0,District 4,SCO,Withholding,0
1,1,0,1,0,0,0,1,0,0,1,0,40.83,36.1,4.65,3,2,0,38,623,3,0,1,District 2,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,455.01,0,0,3,2,0,38,248,3,0,1,District 8,IND,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,2759.4,0,0,3,1,0,38,146,3,0,1,District 13,PAR,Withholding,0
1,1,0,1,0,0,0,1,0,0,0,0,314.51,1114.28,541.5,3,2,0,38,528,3,0,1,District 16,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,307.75,0,0,3,2,0,38,144,3,0,1,District 8,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,67.8,0,0,3,3,0,38,74,3,0,1,District 8,SCO,Withholding,0
0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,3,1,1,38,89,2,0,1,District 1,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,806.56,0,0,3,2,2,38,24,1,0,1,District 7,SCO,Withholding,0
0,0,0,0,0,1,0,1,0,0,0,0,1510.25,0,0,3,2,2,38,91,1,0,1,District 9,IND,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,167.5,0,0,4,2,0,38,-1,4,0,0,District 4,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,386.48,694.9,608.11,4,2,0,38,2166,4,0,1,District 8,PAR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1544.38,0,0,4,2,0,38,78,4,0,1,District 4,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1938.56,0,0,4,3,0,38,82,4,0,1,District 2,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,102.21,2586,1081.35,4,3,0,38,145,4,0,1,District 2,COR,Withholding,0
0,0,0,1,1,1,0,1,0,0,0,41537.57,63,0,0,4,3,0,38,42,4,0,1,District 2,SCO,Withholding,0
1,0,0,0,0,0,0,1,0,0,0,0,1875.16,330.43,127,4,3,1,38,41,3,0,1,District 2,COR,Withholding,0
0,0,0,0,0,1,0,0,1,0,0,0,8182.05,0,0,4,1,2,38,116,2,0,1,District 1,COR,Withholding,0
0,1,0,0,0,0,0,1,0,0,0,0,39558.04,0,0,4,4,3,38,688,1,0,1,District 13,COR,Withholding,0
0,1,1,0,0,0,0,1,0,0,0,0,119.64,0,0,4,2,4,38,-1,0,0,0,District 8,COR,Withholding,0
1,0,0,1,2,0,0,1,0,0,0,54250.27,166.3,1556,123.41,5,4,0,38,552,5,0,1,District 13,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,1,0,79.87,8307,293.49,5,5,0,38,1106,5,0,1,District 0,SCO,Withholding,0
0,0,0,1,1,0,0,1,0,0,0,0,527.92,0,0,5,4,0,38,52,5,0,1,District 2,COR,Withholding,0
1,0,0,0,0,0,0,1,0,0,0,0,266,106.88,106.88,5,3,2,38,1977,3,0,1,District 2,SCO,Withholding,0
0,1,0,0,0,0,0,0,0,0,0,0,574.29,0,0,5,2,4,38,2414,1,0,1,District 1,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,2784.43,0,0,6,6,0,38,275,6,0,1,District 7,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,2649.92,0,0,6,5,1,38,363,5,0,1,District 2,PAR,Withholding,0
1,0,0,0,0,0,0,1,0,0,0,0,38.75,500,500,7,3,1,38,798,6,0,1,District 16,COR,Withholding,0
0,0,0,0,0,0,0,0,0,0,0,0,52.21,0,0,10,6,4,38,124,6,0,1,District 1,COR,Withholding,0
0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,38,-1,1,1,0,District 0,NON,Withholding,0
0,1,1,0,0,0,0,1,1,1,0,0,990.73,0,0,1,1,1,38,-1,0,1,0,District 2,UNS,Withholding,0
0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,38,418,2,1,1,District 7,GOV,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3,0,38,-1,3,1,0,District 8,SCO,Withholding,0
1,0,0,1,0,0,1,1,0,1,1,0,0,225,27.19,3,2,0,38,1860,3,1,1,District 0,COR,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,38,186,3,1,1,District 13,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,3,0,38,859,3,1,1,District 7,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,2,0,38,74,3,1,1,District 2,COR,Withholding,0
1,0,0,1,0,0,0,1,0,1,0,0,0,134.43,108.88,3,2,0,38,533,3,1,1,District 9,IND,Withholding,0
0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,3,3,0,38,45,3,1,1,District 7,IND,Withholding,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,38,41,2,1,1,District 16,PAR,Withholding,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,1,38,951,2,1,1,District 2,NON,Withholding,0
0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,38,-1,1,1,0,District 1,PAR,Withholding,0
0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,2,38,524,1,1,1,District 4,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,2,0,38,-1,4,1,0,District 16,IND,Withholding,0
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,2,1,38,712,3,1,1,District 7,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,1,0,0,9508.57,0,0,4,3,2,38,116,2,1,1,District 4,IND,Withholding,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,1,38,1446,4,1,1,District 1,COR,Withholding,0
1,0,0,0,0,0,0,1,0,1,0,0,0,500,25,5,4,1,38,362,4,1,1,District 4,PAR,Withholding,0
1,0,0,0,0,0,0,1,0,1,0,0,0,1425.98,271.59,5,2,4,38,313,1,1,1,District 7,LLC,Withholding,0
0,1,1,0,1,0,0,1,0,1,0,6217,0,0,0,5,2,5,38,1357,0,1,1,District 1,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,0,500,500,6,6,0,38,1242,6,1,1,District 0,PAR,Withholding,0
0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,3,2,3,38,2349,0,2,1,District 16,COR,Withholding,0
0,1,0,1,0,0,0,0,1,0,1,0,92.33,0,0,1,1,0,39,-1,1,0,0,District 1,PAR,Corporate Income,1
0,0,0,1,2,0,0,0,0,0,0,-2146.37,168.82,0,0,1,1,0,39,-1,1,0,0,District 1,COR,Corporate Income,0
1,0,0,1,0,0,0,0,0,0,0,0,7225.64,199206,91563,1,1,0,39,-1,1,0,0,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,14463.55,0,0,1,1,0,39,-1,1,0,0,District 1,PAR,Corporate Income,0
0,1,0,1,0,0,0,1,0,0,0,0,73.26,0,0,1,1,0,39,-1,1,0,0,District 13,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,41.3,0,0,1,1,0,39,-1,1,0,0,District 2,PAR,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,7913,0,0,1,1,0,39,-1,1,0,0,District 2,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,52.86,0,0,1,1,0,39,16,1,0,1,District 4,TRS,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,3768.06,0,0,1,1,0,39,148,1,0,1,District 1,COR,Corporate Income,0
0,0,0,1,3,0,0,0,0,0,0,-856363.85,3993.72,0,0,1,1,0,39,773,1,0,1,District 1,COR,Corporate Income,0
0,0,1,0,0,0,0,0,1,0,0,0,157.79,0,0,1,1,1,39,-1,0,0,0,District 1,PAR,Corporate Income,0
0,0,1,0,1,0,0,1,0,0,0,0,2825.63,0,0,1,1,1,39,731,0,0,1,District 16,SCO,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,85.84,0,0,2,1,0,39,-1,2,0,0,District 1,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,285.81,0,0,2,1,0,39,-1,2,0,0,District 4,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,3579.87,0,0,2,2,0,39,-1,2,0,0,District 7,COR,Corporate Income,0
1,1,0,1,8,0,1,0,0,0,0,4303674,14055.5,8000000,4000000,2,1,0,39,-1,2,0,1,District 1,COR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,1089.3,0,0,2,2,1,39,-1,1,0,0,District 8,PAR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,1532.59,0,0,2,2,1,39,84,1,0,1,District 13,COR,Corporate Income,0
0,0,1,0,0,0,0,1,0,0,0,0,1663.94,0,0,2,1,2,39,259,0,0,1,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,885.79,0,0,3,2,0,39,-1,3,0,0,District 0,SCO,Corporate Income,1
1,1,0,1,0,0,0,0,0,0,0,0,71.6,487.22,244.19,3,3,0,39,-1,3,0,0,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,103.82,0,0,3,2,0,39,-1,3,0,0,District 2,SCO,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,637.83,265.56,103.21,3,2,0,39,257,3,0,1,District 16,COR,Corporate Income,0
0,1,0,1,0,0,0,1,1,0,0,0,125.42,0,0,3,1,0,39,165,3,0,1,District 2,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,70,0,0,3,1,0,39,1153,3,0,1,District 7,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,83.66,0,0,3,2,0,39,1244,3,0,1,District 13,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,294.21,0,0,3,3,0,39,307,3,0,1,District 13,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,129.83,0,0,3,2,0,39,874,3,0,1,District 16,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,633.45,0,0,3,3,0,39,44,3,0,1,District 2,COR,Corporate Income,0
1,0,0,1,1,0,0,1,0,0,0,0,562.59,1292.87,1033.85,3,3,0,39,396,3,0,1,District 4,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,46.68,0,0,3,2,0,39,174,3,0,1,District 0,SCO,Corporate Income,0
