flngAuditYear,fstrFiling,fstrClassification,fintPreviousAudits,fstrIndustry,flngSiteCount,fcurTotalReceipts,fcurTaxableReceipts,fdblFoodSalesPercent,fdblLiquorSalesPercent,fdblDeductionsToReceipts,fdblResaleToReceipts,fcurInterstateToReceipts,fcurSalesTax,fcurUseTax,fcurAverageWages,flngCollectCount,flngYearsOpen,flngEmployeeCount,fdblReceiptsChangePercent,fdblUseTaxChangePercent,fblnHasWTHAccount,fblnHasCITAccount,fcurCITTotalIncome,fblnSmallBusiness,fblnInState,fblnNonFiler,fblnTargetOver150PerHour,flngAccountKey
2013,Monthly,4,0,Unknown,1,223082.4525,102580,0,0,0.7,0.1,0,4663.5766,60.2773,474489.2762,6,33,53,0,0,1,1,539054.5,1,1,0,0,17695
2011,Monthly,4,0,Unknown,1,75992.3214,36033,0,0,0.5,0,0,3052.5178,0,45107.1862,1,2,10,0,0,1,1,-132959,1,1,0,0,17696
2013,Monthly,4,0,Unknown,8,16609.7222,11278,0,0,0,0,0,1162.8777,0,2721.98,1,5,1,0.2,0,1,1,3114,1,1,0,1,17697
2011,Monthly,4,0,Unknown,1,14073.6184,7608,0,0,0.4,0,0,718.2236,758.8289,572091.5687,0,4,0,-0.1,4.7,1,1,310268.5,1,0,0,0,17698
2015,Monthly,4,0,Unknown,1,41561.3939,20147,0,0,0.8,0,0,613.2121,0,14878.96,1,0,12,0,0,1,1,0,1,1,0,0,17699
2013,Monthly,3,0,Unknown,1,90347.2377,121540,0,0,0.8,0.2,0,1072.6147,6.9016,14457.1375,2,7,2,-0.3,1,1,1,0,1,0,0,0,17700
2012,Monthly,4,0,Unknown,1,319655.9603,0,0,0,1,0,0,769.5238,2786.3888,29125,1,10,2,-0.2,-0.2,1,1,469989,1,1,0,0,17701
2014,Quarterly,4,0,Unknown,1,318585.409,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,17702
2013,Monthly,4,0,Wholesale,1,10122.4411,0,0,0,0.1,0,0,648.1752,0,87027.4062,4,8,4,0.2,0,1,0,0,1,0,0,1,17703
2012,Monthly,4,0,Unknown,1,129041.9272,136131,0,0,0.2,0,0,7846.309,0,36386.4875,0,7,6,-0.1,0,1,1,8782.5,1,1,0,0,17704
2013,Quarterly,3,0,Unknown,1,184962.6363,752,0,0,0.9,0.2,0,1141.3181,0,0,0,0,2,0,0,1,1,0,1,0,1,1,17705
2013,Monthly,4,0,Unknown,3,285874.3333,7842,0,0,0.3,0,0,14409.6666,0,41246.1066,1,1,13,0,0,1,1,302249,1,1,0,1,17706
2013,Monthly,4,1,Retail,1,1558627.941,4219718,0.1,0,0.9,0,0,2268.9411,76.7941,241097.9162,7,5,24,-0.6,-0.7,1,1,629208.5,1,1,0,1,17707
2014,Monthly,4,0,Unknown,1,643080.5416,0,0,0,1,1,0,997.5833,0,65771.0975,3,0,8,0,0,1,1,132972.5,1,1,1,0,17708
2010,Monthly,4,0,Unknown,1,92533.0462,41978,0,0,0.7,0,0,1586.3796,0,69587.1437,0,6,7,0,0,1,1,-3839.5,1,1,0,0,17709
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,360990.1712,0,0,32,0,0,1,1,2283795.5,1,1,1,1,17710
2010,Monthly,2,1,Unknown,1,5193.9259,0,0,0,0,0,0,321.9805,779.3888,988718.0075,0,7,0,0,0,1,1,0,1,0,0,0,17711
2011,Monthly,4,0,Unknown,1,55168.45,6449,0,0,0.3,0,0,2487.0666,0,19565.0812,0,2,5,0,0,1,1,38644.5,1,1,0,0,17712
2014,Monthly,4,0,Other,1,153362.7266,95664,0,0,0.6,0,0,4122.6026,0,202536.7487,0,13,23,-0.4,0,1,1,15620.5,1,1,0,0,17713
2012,Monthly,4,0,Unknown,4,234128.5978,232134,0.5,0,0.5,0,0,1824.451,10.3913,292197.0775,1,6,59,-0.3,-0.3,1,1,5226712.5,1,1,0,0,17714
2014,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,169175.36,1,0,11,0,0,1,1,48404,1,1,1,0,17715
2015,Annual,4,1,Unknown,1,12971.7391,966,0,0,0.8,0.8,0,224.1304,0,13022.555,1,1,0,0,0,1,1,0,1,0,0,0,17716
2012,Monthly,4,0,Unknown,1,119063.8958,39337,0,0,0.6,0,0,3859.8958,46.2708,17676.22,0,1,27,0,0,1,1,0,1,0,0,1,17717
2010,Monthly,4,0,Unknown,1,94722.9607,3410,0,0,0.8,0,0,1597.4313,0,31492.525,0,35,22,0.1,0,1,1,77897.5,1,1,0,0,17718
2013,Annual,4,0,Unknown,1,600909.8333,372101,0,0,0.1,0,0,41429.4444,97.5,155105.0425,0,32,52,0,0.2,1,1,0,1,1,0,0,17719
2012,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,17720
2015,Annual,4,0,Unknown,1,3154525.579,276.68,0,0,1,0,1,17.0968,0,159536.77,0,0,49,0,0,1,0,0,1,1,1,0,17721
2011,Annual,3,0,Unknown,1,2557.6923,0,0,0,0.1,0.1,0,139.8846,0,0,1,1,0,0,0,1,0,0,1,0,0,0,17722
2011,Annual,4,0,Unknown,3,557464.4736,296147,0,0,0.3,0,0,29459.6442,0,116931.6487,2,19,8,-0.1,0,1,1,3609549.5,1,0,0,1,17723
2012,Monthly,1,0,Unknown,1,24692.4051,27968,0,0,0,0,0,1517.0407,0,14883,0,13,0,-0.3,0,1,0,0,1,0,0,0,17724
2012,Monthly,4,0,Unknown,1,104906.3333,57514,0.1,0,0.3,0,0,4949.4492,0,10425,1,3,1,0.1,0,1,1,-11074.5,1,1,0,0,17725
2013,Quarterly,4,0,Manufacturing,1,4704386.5,10887,0,0,1,0.1,0.8,221,351.3333,241455.0262,1,25,22,0,0,1,1,2776041.5,1,1,1,0,17726
2012,Annual,4,0,Unknown,1,9268.3636,0,0,0,1,0,0,0,178.0227,14883,0,14,0,0,0.1,1,0,0,1,1,0,0,17727
2013,Monthly,1,0,Unknown,1,66223.8888,4743,0,0,0.9,0.9,0,329.2777,0,0,0,0,0,0,0,0,1,0,1,0,1,0,17728
2011,Monthly,4,0,Unknown,1,217704.7758,79415,0.4,0,0.6,0,0,969.2327,0,62276.2787,1,36,10,-0.1,0,1,1,11970.5,1,1,0,1,17729
2015,Monthly,3,0,Retail,1,127477.6111,75287,0,0,0.5,0.5,0,3707.5138,0,0,0,3,0,-0.1,0,0,0,0,1,0,0,0,17730
2012,Monthly,4,1,Unknown,1,5508416.075,106575,0,0,1,0.4,0.2,8448.8924,8931.1935,4649729.425,1,6,287,-0.2,-0.2,1,1,0,1,0,0,0,17731
2013,Annual,4,0,Estate,1,86165.3333,0,0,0,1,0.7,0,226.7777,0,35198.255,1,6,1,-0.4,0,1,1,15211.5,1,1,0,0,17732
2010,Monthly,4,0,Unknown,1,145108.8725,37383,0,0,0.3,0,0,7669.9803,0,114732.7225,0,40,34,0,0,1,1,-32684.5,1,1,0,0,17733
2016,Quarterly,4,0,Unknown,1,1980.125,2134,0,0,0.4,0.1,0.2,106.5,0,0,0,0,0,0,0,0,1,0,1,1,1,0,17734
2011,Monthly,4,0,Unknown,1,6824815.9,0,0,0,1.2,0,0,0,482.2333,2160620.043,0,24,34,-0.5,-0.6,1,1,25395662,1,1,0,0,17735
2009,Monthly,4,0,Unknown,1,207875.052,25574,0,0.1,0.6,0,0,7356.0729,0,163854.25,0,29,22,0,0,1,1,379066.5,1,1,0,0,17736
2010,Annual,3,0,Unknown,1,4397.92,3856,0,0,0.1,0,0,252.6252,0,0,0,9,0,0.3,0,0,1,0,1,0,0,0,17737
2011,Monthly,4,0,Unknown,1,106457.7666,85232,0,0,0.1,0,0,6111.7815,0,2966,0,20,0,0.1,0,1,1,0,1,0,0,1,17738
2013,Quarterly,4,0,Unknown,1,92984.2962,15137,0,0,0.2,0,0,5949.6296,67.037,0,0,0,1,0,0,0,1,0,1,0,1,0,17739
2009,Monthly,4,0,Unknown,3,153902.5833,134415,0,0,0.1,0,0,8658.8687,0,75024.375,0,5,13,0,0,1,1,17490.5,1,1,0,0,17740
2015,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,196819.7662,0,0,22,0,0,1,1,0,1,0,1,0,17741
2014,Monthly,4,0,Retail,1,22227.1884,8272,0,0,0.1,0,0,1429.2318,0,2652.1875,2,4,0,0.1,0,1,1,-782,1,1,0,0,17742
2011,Monthly,4,0,Unknown,1,96085,0,0,0,1,0,0,41.2029,287.9148,69725.545,1,5,0,-0.1,0.2,1,1,4898292,1,0,0,0,17743
2011,Monthly,4,2,Unknown,1,211775.4269,198814,0,0,0.3,0,0,11121.6629,0,3562.5,1,6,0,0,0,1,1,362.5,1,1,0,1,17744
2013,Monthly,4,0,Unknown,1,149475.4634,85235,0,0,0.2,0,0,8331.0487,0,7584.675,0,1,4,0,0,1,1,-7980,1,1,0,1,17745
2010,Monthly,4,0,Unknown,1,106512.8181,113856,0.7,0,0.2,0,0,915.7045,0,31889.7,0,2,0,0,0,1,1,-13844.5,1,1,0,1,17746
2006,Monthly,1,1,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,17747
2014,Monthly,4,0,Unknown,1,2012858.033,0,0,0,1,0,0.9,817.4333,0,0,0,0,71,0,0,1,0,0,1,1,1,0,17748
2010,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,50918,0,0,4,0,0,1,1,2417255.5,1,0,1,1,17749
2015,Monthly,4,0,Estate,1,11863.3452,13648,0,0.3,0.1,0,0,744.5119,0,11558.75,1,21,4,-0.2,0,1,1,16200,1,1,0,1,17750
2009,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,202312.25,0,0,56,0,0,1,1,141323.5,1,1,1,0,17751
2012,Quarterly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,267962.75,0,0,65,0,0,1,1,-50217.5,1,1,1,0,17752
2012,Monthly,4,0,Unknown,1,628785.7175,21639,0,0,1,0,0.1,1432.3664,379.3129,606111.0387,1,21,44,-0.2,-0.3,1,1,219774.5,1,1,0,0,17753
2014,Monthly,4,1,Wholesale,23,645529.5256,750083,0.9,0,0.1,0,0,11903.7884,250.891,0,7,79,716,0.5,0.1,1,1,-71030636,0,0,0,1,17754
2011,Monthly,3,1,Unknown,1,42481.6767,31144,0,0,0.1,0,0,2661.741,0,45774.5412,1,3,4,-0.3,0,1,1,58640133,1,0,0,1,17755
2013,Quarterly,4,0,Retail,1,1842.1403,9885,0,0,0,0,0,133.1915,0,0,3,7,0,-0.4,0,0,0,0,1,0,0,0,17756
2010,Monthly,3,0,Unknown,1,18465.0277,6387,0,0,0.6,0.1,0,457.4954,0,0,0,13,0,-0.2,0,0,0,0,1,0,0,0,17757
2013,Quarterly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,0,0,0,1,0,0,1,0,1,1,17758
2011,Annual,1,0,Unknown,1,899097.2727,9335,0,0,1,0,0,138.339,0,58744.0662,5,3,0,-0.1,0,1,1,1232704.5,1,0,0,0,17759
2014,Monthly,1,0,Unknown,1,1256602.5,22710,0,0,1,0.7,0,1951.1388,0,0,0,1,0,0,0,0,1,0,1,0,0,1,17760
2013,Monthly,4,0,Hotel,1,305789.3125,301023,0,0,0.1,0,0,20960.4791,0,203508.0766,1,1,70,0,0,1,1,0,1,1,0,0,17761
2009,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,491.238,440672,0,4,0,0,-0.1,1,1,21250670.5,1,0,0,0,17762
2013,Monthly,4,0,Unknown,1,239301.8192,158410.07,0,0,0.3,0,0,12110.4591,0,30647.8312,5,4,7,0.1,0,1,1,83141,1,0,0,1,17763
2010,Monthly,4,0,Unknown,1,127646.3611,8434,0,0,0.9,0.3,0,635.9061,0,82233.805,0,45,9,-0.1,0,1,1,-25696.5,1,1,0,0,17764
2015,Annual,4,3,Retail,2,13321982.71,13877849,0,0,0.1,0,0,764126.4403,0,0,1,13,0,-0.1,0,0,1,0,1,0,0,0,17765
2014,Monthly,2,0,Wholesale,1,49135.4916,39888,0,0,0.7,0,0,902.2416,2198.9583,604751.475,4,7,17,0.7,-0.3,1,0,0,1,0,0,0,17766
2010,Monthly,4,1,Unknown,3,192704.8686,109954,0.1,0,0.3,0,0,7955.1212,0,52270.375,0,11,1,-0.1,0,1,1,-10212,1,1,0,1,17767
2010,Annual,4,0,Unknown,21,8931787.862,8670472,0,0,0.1,0,0,677002.862,0,0,0,0,0,0,0,1,1,0,1,1,1,0,17768
2010,Quarterly,2,0,Unknown,1,894482.696,0,0,0,1,0,0,0,2326.196,188141.375,0,26,2,0,0,1,1,-17539075.5,1,0,0,0,17769
2010,Monthly,3,0,Unknown,1,283341.55,1767,0,0,0.9,0,0,957.646,40.38,190477.5162,0,22,0,0,-0.4,1,1,12865072.5,1,0,0,0,17770
2014,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,3129.29,0,0,4,0,0,1,1,0,1,1,1,0,17771
2014,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,29766,0,0,3,0,0,1,1,0,1,0,1,0,17772
2011,Annual,4,1,Unknown,14,6840134.333,2814994,0.4,0,0.5,0.1,0,40979.228,5209.2105,4481449.869,1,3,0,0,0,1,1,0,1,0,0,0,17773
2014,Monthly,1,0,Unknown,1,61153.9411,39552,0,0,0.1,0,0,3536.657,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17774
2012,Monthly,4,0,Unknown,1,43509.5307,38527,0,0,0.1,0,0,2794.9538,0,26231.87,1,14,5,0.1,0,1,1,18178.5,1,1,0,0,17775
2013,Monthly,4,0,Unknown,1,210814.3939,307554,0,0,0.1,0,0,14794.909,0,47333.78,1,1,57,0,0,1,1,0,1,0,0,0,17776
2011,Annual,4,0,Unknown,1,970.7391,1135,0,0,0.1,0,0,72.7021,3.0869,24676.725,1,2,0,0,0,1,1,-27799,1,1,0,0,17777
2015,Monthly,4,0,Unknown,1,66420.7916,7873,0,0,0.9,0.5,0,849.2,0,64292.405,4,2,16,0,0,1,1,60881,1,0,0,0,17778
2013,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,327429.5875,0,0,0,0,0,1,1,0,1,0,1,0,17779
2014,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,73624.0612,1,0,3,0,0,1,1,10827644,1,0,1,1,17780
2012,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,17781
2009,Monthly,4,0,Unknown,1,430558,18891,0,0,0.9,0,0,3144.8333,0,0,0,0,95,0,0,1,1,0,1,1,1,1,17782
2011,Annual,4,0,Unknown,3,844098.9,301795,0,0,0.4,0,0,35512.3666,0,311545.9875,0,32,34,0.1,0,1,1,260293.5,1,1,0,0,17783
2012,Monthly,4,2,Unknown,1,235168.2769,21071,0,0,0.7,0.4,0,5624.8307,0.0461,56834.2475,1,3,1,0,-0.1,1,1,739076.5,1,0,0,1,17784
2013,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,17785
2011,Annual,4,0,Unknown,1,17927265.42,0,0,0,1,0,0,0,198.25,1453290.441,0,12,0,-0.1,0,1,1,-1109342,1,1,0,0,17786
2016,Monthly,3,0,Unknown,1,929571.5555,26489,0,0,1,1,0,1613.3333,0,0,0,0,6,0,0,0,0,0,1,0,1,0,17787
2014,Monthly,3,0,Unknown,1,187857.5945,0,0,0,0.7,0,0,3962.7027,0,2829.2233,0,1,2,0,0,1,1,6889120,1,0,0,0,17788
2014,Monthly,4,0,Manufacturing,1,4633556.787,16341,0,0,1,0.2,0,2588.3466,391.1533,371283.3225,1,50,38,0.2,0.4,1,1,5289667,1,0,0,0,17789
2011,Monthly,4,0,Unknown,1,11298.3103,15113,0,0.9,0.1,0,0,811.431,0,0,4,2,0,0,0,0,0,0,1,1,0,0,17790
2013,Monthly,4,0,Unknown,1,14591.2666,16644,0,0,0,0,0,1372.4166,4.3,2500,2,3,0,0,0,1,1,30497.5,1,1,0,0,17791
2016,Monthly,1,0,Unknown,1,39589.6153,0,0,0,0.1,0,0,364.3846,0,0,0,0,0,0,0,0,1,0,1,0,1,0,17792
2010,Monthly,4,0,Unknown,1,21234.3669,15333,0,0,0.3,0,0,1007.1651,0,4580.3366,0,10,1,0.1,0,1,1,0,1,1,0,1,17793
2010,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,22.2777,333587.1857,1,2,0,0,0,1,0,0,1,1,0,0,17794
2013,Monthly,4,1,Unknown,2,29554411.24,57466,0,0,1,0.4,0,6382.2602,40689.0616,22130279.02,2,16,0,-0.4,-0.4,1,1,0,1,0,0,0,17795
2008,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,279645.375,0,0,0,0,0,1,1,163597245,1,0,1,1,17796
2014,Monthly,4,0,Retail,1,42994.1224,24440,0,0,0.1,0,0,2448.3877,0,28257.4275,0,21,9,0.2,0,1,0,0,1,1,0,0,17797
2013,Quarterly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,17798
2014,Monthly,4,0,Wholesale,1,204863.1103,39752,0,0,0.8,0.3,0,2862.0519,0,132741.0087,3,30,24,-0.1,0,1,1,-16471.5,1,1,0,0,17799
2013,Monthly,4,1,Retail,1,248447.5652,373069,0,0,0.3,0,0,12452.1739,3.3478,29766,4,5,0,-0.3,1,1,1,-2756.5,1,0,0,1,17800
2009,Monthly,1,0,Unknown,1,1207151.175,0,0,0,1,0.1,0,3201.1578,0,119125.3262,0,2,7,0,0,1,1,16194835.5,1,0,0,0,17801
2012,Monthly,4,1,Unknown,1,856157.9689,15873,0,0,0.8,0,0,8145.5648,994.3255,6848597.196,1,41,199,0.5,5.9,1,1,-17480191.5,1,1,0,0,17802
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,16640.625,0,0,0,0,0,1,1,21586.5,1,1,1,0,17803
2013,Monthly,3,0,Unknown,1,36611.4102,3128,0,0,0.4,0,0,1284.2307,12.2478,29766,0,29,1,-0.1,0,1,1,384532,1,0,0,0,17804
2011,Monthly,4,0,Unknown,1,158769.7083,112792,0,0,0.3,0,0.1,6796.8916,0,27233.375,0,76,3,-0.1,0,1,1,-42752,1,1,0,1,17805
2012,Monthly,4,0,Unknown,1,244555.6507,119661,0,1.7,0.4,0,0,14425.6349,10.9206,325985.9512,1,3,54,0,0.9,1,1,-1044202.5,1,0,0,1,17806
2010,Monthly,3,0,Unknown,1,215197.8157,133958,0,0,0.6,0.3,0,5017.0789,0,360232.58,0,4,7,-0.1,0,1,1,0,1,0,0,0,17807
2011,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,18439.5,0,0,2,0,0,1,1,-10085.5,1,1,1,0,17808
2015,Monthly,2,0,Construction,1,990276.7074,0,0,0,1,0,0,-1.3994,1561.0748,1165597.109,0,16,8,1,-0.3,1,1,0,1,0,0,0,3157
2012,Annual,1,0,Unknown,1,71768.2727,0,0,0,1,0.6,0,0,0,29766,0,18,0,-0.5,0,1,0,0,1,0,0,0,3158
2010,Quarterly,3,0,Unknown,1,6589.4027,60,0,0,0.3,0,0,281.5234,0,0,0,6,0,0,0,0,1,0,1,0,0,0,3159
2009,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,285174.505,0,0,0,0,0,1,1,53664,1,0,1,1,3160
2013,Monthly,4,0,Unknown,1,10451.4666,0,0,0,0.6,0.4,0,296.6666,0,0,0,0,2,0,0,1,1,0,1,1,1,0,3161
2011,Monthly,1,0,Unknown,1,39869.8472,14491,0,0,0.5,0,0,1320.292,0,17587.785,0,4,1,-0.1,0,1,1,365886.5,1,0,0,0,3162
2013,Quarterly,4,0,Wholesale,1,132145.1111,20328,0,0,1,0.3,0.4,308.0833,0,51366.4533,1,2,10,0,0,1,1,34935,1,1,0,0,3163
2010,Monthly,4,0,Unknown,1,261150.5294,50661,0,0,0.8,0,0,4325.1078,0,154607.665,0,49,12,0,0,1,1,143690.5,1,1,0,0,3164
2009,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,200986.625,0,0,11,0,0,1,1,18487.5,1,1,1,0,3165
2014,Annual,4,0,Unknown,60,386128.0256,640310,0,0,0.1,0,0,26299.0769,6289.1217,29766,0,7,0,-0.5,-0.3,1,1,0,1,0,0,0,3166
2014,Monthly,4,0,Retail,1,363853.04,294391,0,0.7,0.1,0,0,29279.52,0,98401.8862,1,26,9,-0.1,0,1,1,-16775.5,1,1,0,0,3167
2015,Monthly,4,0,Retail,1,331530.3358,199905,0,0,0.3,0,0,15232.4656,0,12795.9175,0,9,4,0.1,0,1,1,17251.5,1,1,0,0,3168
2015,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,134354.59,0,0,7,0,0,1,1,-3393.5,1,1,1,0,3169
2014,Monthly,4,0,Other,1,47522.2314,24299,0,0,0.5,0,0,1415.287,0,56053.3937,0,6,6,-0.1,0,1,1,24805.5,1,1,0,0,3170
2014,Quarterly,4,0,Unknown,1,7355.1481,400,0,0,0.6,0,0,208.7781,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3171
2014,Monthly,3,1,Retail,1,72215.7789,0,0,0,0.9,0.1,0,654.4766,0,17190.645,2,10,0,3.6,0,1,1,-1845752.5,1,0,0,1,3172
2014,Monthly,2,2,Manufacturing,1,8092485.508,0,0,0,1,0.3,0,0,1169.738,1406567.528,2,24,117,0.5,-0.4,1,1,-8385969.5,1,1,0,0,3173
2011,Annual,4,1,Unknown,1,1673175.158,606869,0,0,0.6,0,0,52863.1333,0,2566962.014,2,21,42,-0.3,0,1,1,-906360.5,1,1,0,0,3174
2014,Monthly,4,0,Hotel,1,14736.75,9825,0,0.4,0.1,0,0,871.1794,0,6846.6666,0,20,4,0,0,1,1,-17035.5,1,1,0,1,3175
2010,Monthly,4,1,Unknown,1,4636344.516,47495,0,0,1,0,0,1023.2473,2811.215,9126871.214,3,7,0,-0.2,-0.2,1,1,0,1,0,0,1,3176
2011,Monthly,4,2,Unknown,1,2509054.628,27640,0,0,1,0,0,2473.8264,311.8677,8564866.85,1,36,304,4.9,-0.5,1,1,0,1,1,0,1,3177
2014,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,17237.5,0,1,2,0,0,1,1,4730,1,1,1,0,3178
2010,Monthly,4,0,Unknown,1,10792575.99,0,0,0,1,0,0,0,3467.5188,2561482,0,22,155,0,0.3,1,1,-20738446.5,1,1,0,0,3179
2009,Annual,3,0,Unknown,1,107513.862,36442.29,0,0,1,0.1,0,321.9775,0,0,0,5,0,-0.2,0,0,1,0,1,0,0,0,3180
2013,Annual,3,1,Unknown,1,2704165.259,0,0,0,1,0,0,0,4026.9444,12127046.35,2,6,415,0,0,1,0,0,1,0,0,0,3181
2015,Monthly,3,0,Wholesale,1,41616796.54,33100,0,0,1,0.3,0,203.2334,604.3846,333386.8525,0,11,13,-0.2,-0.7,1,1,77972427,1,0,0,1,3182
2014,Annual,4,2,Hotel,3,1526175.527,951165,0,0,0.1,0,0,126197.0156,0,0,5,17,0,0.1,0,0,1,0,1,0,0,0,3183
2010,Annual,1,0,Unknown,1,1413071.333,0,0,0,1,0,0,0,0,0,0,18,0,-0.3,0,0,1,57173,1,0,0,0,3184
2012,Monthly,1,0,Unknown,1,0,0,0,0,0,0,0,0,0,14604,0,0,33,0,0,1,1,0,1,1,1,0,3185
2012,Quarterly,4,0,Unknown,1,351633.6666,7251,0,0.1,1,0,0,372.8888,43.9629,116733.245,1,12,12,-0.4,8.9,1,1,609062.5,1,1,0,0,3186
2015,Annual,4,0,Unknown,1,32358.7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,3187
2008,Monthly,4,1,Unknown,1,256596.4675,299875.9,0.1,0,0.3,0,0,10759.9657,0,44755.0625,0,13,8,-0.1,0,1,1,-1087910,1,1,0,0,3188
2011,Monthly,4,0,Unknown,1,256.0847,0,0,0.2,0,0,0,11.9385,0,189433.1912,0,10,23,-0.5,0,1,1,381127,1,1,0,0,3189
2011,Monthly,4,0,Unknown,1,32207.9605,0,0,0,0.5,0,0,1015.4473,0,19805,1,49,0,0.2,0,1,0,0,1,0,0,1,3190
2012,Annual,4,0,Unknown,1,1220539.638,480325,0,0,0.3,0,0,84912.7625,4827.2625,14883,0,4,0,0,0,1,1,0,1,1,0,0,3191
2013,Monthly,4,0,Other,1,107311.8452,57687,0,0,0.6,0,0,3616.5714,0,103550.9937,1,4,20,-0.1,0,1,1,19892.5,1,1,0,0,3192
2013,Monthly,4,1,Unknown,1,465208.36,44900,0,0,0.8,0.2,0,10319.72,0,20539.7933,2,1,12,0,0,1,1,-136237,1,1,0,0,4369
2007,Monthly,4,0,Unknown,7,320550.0972,195699.12,0,0,0.1,0,0,23690.9793,0,1621932.625,1,12,0,0.1,0,1,1,63247,1,0,0,0,4370
2016,Monthly,1,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4371
2014,Monthly,4,0,Retail,1,12973.8876,6439,0.5,0,0.4,0,0,266.1852,0,6643.75,3,6,0,-0.2,0,1,1,-265,1,1,0,0,4372
2014,Monthly,1,0,Unknown,1,51336.6428,0,0,0,0.6,0,0,1314.1428,0,0,0,39,0,-0.1,0,0,1,0,1,0,0,1,4373
2014,Annual,4,0,Manufacturing,1,2040904,0,0,0,1,0.4,0,9.4615,0,133036.25,0,35,18,-0.1,0,1,1,-16940.5,1,1,0,0,4374
2013,Monthly,4,0,Hotel,1,17940.5486,16006,0,0.3,0.1,0,0,1021.1875,0,10741.9187,0,26,0,0,0,1,1,-1993,1,0,0,0,4375
2009,Annual,3,0,Unknown,1,5583484.083,288,0,0,1,0.4,0,86.5858,1.6666,32588.0933,0,11,0,-0.4,-0.5,1,1,0,1,0,0,1,4376
2014,Annual,3,0,Unknown,1,14378.6363,603,0,0,0.9,0.8,0,130.6363,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4377
2016,Monthly,3,0,Unknown,1,55915.074,191803,0,0,0.5,0.1,0,1588.7037,26.5925,0,0,0,0,0,0,0,1,0,1,0,1,0,4378
2009,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,188050.375,0,0,68,0,0,1,1,41644,1,1,1,1,4379
2011,Monthly,2,0,Unknown,1,11659484.1,0,0,0,1,0,0,0,0,1001903.326,0,33,139,-0.1,0,1,1,421509,1,1,0,0,4380
2010,Annual,4,0,Unknown,1,779.5925,1961,0,0,0.1,0,0,59.4444,11.3703,14883,0,2,0,0,0,1,1,0,1,0,0,0,4381
2010,Annual,3,1,Unknown,1,1049565.536,149856,0,0,0.8,0,0,10105.2142,61.5,0,0,13,4,0,0,0,0,0,1,0,0,1,4382
2014,Annual,4,0,Manufacturing,1,193814.75,3750,0,0,1,0.2,0.6,46.3125,0,43625,1,4,2,-0.7,0,1,1,11004.5,1,1,0,0,4383
2010,Monthly,4,0,Unknown,6,74588.6666,56890,0,0,0.1,0,0,5391.125,0,61834.8333,0,1,1,0,0,1,0,0,1,1,0,0,4384
2013,Monthly,4,1,Unknown,1,2724578.514,1223,0,0,1,0.3,0.1,312.2432,262.3783,467250.0275,1,13,50,0.3,-0.1,1,1,2401007.5,1,1,0,1,4385
2014,Monthly,4,0,Wholesale,1,188817.4933,77954,0,0,0.5,0,0,6307.84,0,127573.175,3,17,11,0.3,0,1,1,-277043.5,1,1,0,0,4386
2008,Monthly,4,1,Unknown,1,303844.913,220608,0,0,0.3,0,0,15236.3695,0,18995.25,0,3,0,0,0,1,1,-29780,1,1,0,1,4387
